"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","0","BOARD ACTION","205","139","2","2","112","8","468"
"BY MAIL","73","29","2","0","42","0","146","69","COUNTY TRANSFER - OUT","164","106","1","2","61","4","338"
"DESIGNATED STATE AGENCIES","6","3","0","0","5","0","14","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","8","7","0","0","0","1","16"
"FROM ANOTHER BOARD","17","6","0","0","12","0","35","0","DUPLICATE","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","37","37","0","0","22","3","99"
"IN PERSON","10","0","0","0","1","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","268","124","4","4","191","9","600","47","MOVED OUT OF STATE","81","73","1","1","30","3","189"
"NVRA BY MAIL","14","5","0","0","8","0","27","0","OTHER","3","1","0","0","2","0","6"
"OTHER MEANS","1","1","0","0","0","0","2","6","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","8","0","0","1","0","15"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","6","0","0","5","0","16","0","","","","","","","",""
"TOTAL","395","175","6","4","264","9","853","122","TOTAL","506","371","4","5","228","19","1,133"
