"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","32","30","0","1","10","3","76","0","COUNTY TRANSFER - OUT","65","62","1","0","28","0","156"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","4","CRIMINAL CONVICTION","8","5","0","1","3","0","17"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","78","35","0","0","6","0","119"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","2","0","0","4","0","7"
"IN PERSON","8","0","0","0","0","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","192","130","3","2","119","5","451","16","MOVED OUT OF STATE","22","36","0","0","12","1","71"
"NVRA BY MAIL","8","6","0","1","4","0","19","0","OTHER","0","0","0","0","5","0","5"
"OTHER MEANS","3","0","0","0","1","0","4","5","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","31","22","0","3","14","0","70"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","3","0","5","0","","","","","","","",""
"TOTAL","246","166","3","4","138","8","565","25","TOTAL","205","162","1","4","72","1","445"
