"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","0","3","0","0","4","0","7","0","COUNTY TRANSFER - OUT","3","3","0","0","1","0","7"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","12","8","0","0","1","0","21"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","13","15","1","1","14","0","44","10","MOVED OUT OF STATE","1","2","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","1","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","0","2","0","","","","","","","",""
"TOTAL","13","21","1","1","19","0","55","11","TOTAL","16","16","0","0","5","0","37"
