"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","87","55","0","0","54","0","196","2","COUNTY TRANSFER - OUT","215","115","4","2","99","0","435"
"DESIGNATED STATE AGENCIES","4","2","0","0","1","0","7","0","CRIMINAL CONVICTION","11","8","0","1","14","1","35"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","2","4","0","0","0","0","6"
"FROM ANOTHER BOARD","6","3","0","0","5","0","14","0","DUPLICATE","2","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","0","0","0","1","0","4"
"IN PERSON","2","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","461","334","10","9","368","1","1,183","99","MOVED OUT OF STATE","4","2","0","0","2","0","8"
"NVRA BY MAIL","18","9","0","0","11","0","38","1","OTHER","10","8","0","0","5","0","23"
"OTHER MEANS","4","5","0","0","5","0","14","0","VOTER REQUEST","7","6","0","0","3","0","16"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3,100","2,575","26","18","1,789","9","7,517"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","5","0","0","2","0","11","0","","","","","","","",""
"TOTAL","586","414","10","9","446","1","1,466","102","TOTAL","3,354","2,718","30","21","1,914","10","8,047"
