"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","6","0","0","0","1","0","7","1","COUNTY TRANSFER - OUT","9","12","0","0","7","1","29"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","14","1","0","0","2","0","17"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","2"
"IN PERSON","3","1","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","11","0","0","8","0","33","10","MOVED OUT OF STATE","3","2","0","0","1","0","6"
"NVRA BY MAIL","2","1","1","0","1","0","5","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","5","0","0","4","0","18"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","26","14","1","0","10","0","51","11","TOTAL","37","20","0","0","14","1","72"
