"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","2","0","0","0","0","0","2"
"BY MAIL","21","9","0","0","7","3","40","6","COUNTY TRANSFER - OUT","40","22","1","0","12","1","76"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","1","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","32","14","0","0","2","0","48"
"FROM ANOTHER BOARD","4","4","0","0","1","0","9","0","DUPLICATE","3","1","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","159","61","0","1","56","2","279","70","MOVED OUT OF STATE","13","19","0","0","8","1","41"
"NVRA BY MAIL","4","0","0","0","4","0","8","1","OTHER","1","1","0","0","2","0","4"
"OTHER MEANS","24","6","0","1","11","0","42","3","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","5","0","0","1","0","14"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","4","0","0","2","0","6","0","","","","","","","",""
"TOTAL","213","84","0","2","81","5","385","83","TOTAL","101","63","1","0","26","2","193"
