"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","3","1","0","0","3","0","7","0","COUNTY TRANSFER - OUT","7","8","0","0","1","0","16"
"DESIGNATED STATE AGENCIES","1","1","0","0","2","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","6","4","0","0","1","0","11"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","13","11","0","0","11","1","36","0","MOVED OUT OF STATE","1","4","0","0","0","0","5"
"NVRA BY MAIL","0","0","0","0","1","0","1","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","11","0","0","2","0","14","0","","","","","","","",""
"TOTAL","21","26","0","0","20","1","68","0","TOTAL","14","16","0","0","2","0","32"
