"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","39","21","0","1","23","0","84","0","COUNTY TRANSFER - OUT","52","45","1","0","23","0","121"
"DESIGNATED STATE AGENCIES","4","6","0","0","1","1","12","0","CRIMINAL CONVICTION","1","2","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","32","25","0","0","3","0","60"
"FROM ANOTHER BOARD","28","18","2","1","7","0","56","0","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","116","96","1","3","115","3","334","3","MOVED OUT OF STATE","21","30","0","0","16","0","67"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","5","1","0","0","1","0","7"
"OTHER MEANS","7","2","0","0","1","0","10","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","6","0","0","7","0","18"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","17","13","0","0","4","0","34","0","","","","","","","",""
"TOTAL","212","158","3","5","151","4","533","3","TOTAL","118","110","1","0","50","0","279"
