"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","94","10","0","1","31","0","136","1","COUNTY TRANSFER - OUT","343","69","2","0","57","39","510"
"DESIGNATED STATE AGENCIES","40","9","0","0","24","1","74","0","CRIMINAL CONVICTION","53","5","1","0","8","7","74"
"ELDERLY / DISABLED","1","1","0","0","0","0","2","0","DEATH NOTICE","405","46","2","1","11","35","500"
"FROM ANOTHER BOARD","322","52","1","6","119","4","504","0","DUPLICATE","5","1","0","0","2","0","8"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","97","29","1","0","12","26","165"
"IN PERSON","6","0","0","0","0","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","419","37","1","3","175","5","640","1","MOVED OUT OF STATE","235","80","0","0","31","28","374"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","15","1","0","0","1","1","18"
"OTHER MEANS","471","54","0","0","376","4","905","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","23","3","0","0","5","4","35"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","61","22","0","0","46","1","130","0","","","","","","","",""
"TOTAL","1,414","185","2","10","771","15","2,397","2","TOTAL","1,176","234","6","1","127","140","1,684"
