"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","7","10","0","0","10","0","27","1","COUNTY TRANSFER - OUT","16","10","0","0","9","0","35"
"DESIGNATED STATE AGENCIES","0","3","0","0","0","0","3","0","CRIMINAL CONVICTION","2","2","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","24","17","0","0","7","0","48"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","1","0","4","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","88","71","0","0","55","3","217","1","MOVED OUT OF STATE","9","10","1","0","5","0","25"
"NVRA BY MAIL","0","0","0","0","2","0","2","0","OTHER","1","0","0","0","2","0","3"
"OTHER MEANS","0","1","0","0","0","0","1","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","7","0","0","4","0","20"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","97","86","0","0","68","3","254","4","TOTAL","63","46","1","0","28","0","138"
