"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","6","15","0","0","0","1","0","22","1","COUNTY TRANSFER - OUT","27","52","0","1","1","25","0","106"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","3","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","24","0","0","0","2","0","48"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","1","DUPLICATE","2","1","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","54","101","4","0","2","72","3","236","47","MOVED OUT OF STATE","6","12","0","0","0","4","1","23"
"NVRA BY MAIL","6","6","0","0","0","5","0","17","0","OTHER","0","1","0","0","0","1","0","2"
"OTHER MEANS","0","3","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","4","0","0","0","0","1","7"
"SOCIAL SERVICES","1","1","0","0","0","2","0","4","0","","","","","","","","",""
"VOLUNTEER","1","4","0","0","0","0","0","5","0","","","","","","","","",""
"TOTAL","70","130","4","0","2","80","3","289","51","TOTAL","62","94","0","1","1","33","2","193"
