"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","12","9","0","0","0","6","0","27","4","COUNTY TRANSFER - OUT","20","13","0","0","0","10","0","43"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","2","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","9","1","0","0","2","0","28"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","3","0","0","0","1","0","5"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","40","57","0","0","2","41","0","140","45","MOVED OUT OF STATE","5","12","0","0","0","1","0","18"
"NVRA BY MAIL","1","1","0","0","0","0","0","2","0","OTHER","1","0","1","0","0","0","0","2"
"OTHER MEANS","2","1","0","0","0","1","0","4","5","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","2","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","2","0","","","","","","","","",""
"TOTAL","58","70","0","0","2","49","0","179","56","TOTAL","43","39","2","0","0","15","0","99"
