"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","18","3","0","0","0","2","0","23","27","BOARD ACTION","1","0","0","0","0","2","0","3"
"BY MAIL","1,201","466","6","2","10","430","11","2,126","368","COUNTY TRANSFER - OUT","2,151","786","11","2","11","543","25","3,529"
"DESIGNATED STATE AGENCIES","10","6","0","0","0","5","1","22","7","CRIMINAL CONVICTION","56","14","0","0","1","15","0","86"
"ELDERLY / DISABLED","4","0","0","0","0","0","0","4","4","DEATH NOTICE","1,363","620","1","0","1","164","20","2,169"
"FROM ANOTHER BOARD","40","22","0","0","0","12","2","76","41","DUPLICATE","189","44","1","0","1","38","14","287"
"PROVISIONAL BALLOT","202","14","2","0","0","13","0","231","155","MAIL VERIFICATION (NVRA)","792","634","6","2","9","359","8","1,810"
"IN PERSON","60","32","0","0","0","24","1","117","50","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","4,733","1,933","37","8","55","2,882","44","9,692","1,187","MOVED OUT OF STATE","396","319","0","1","6","199","4","925"
"NVRA BY MAIL","73","70","2","0","1","52","1","199","20","OTHER","68","26","3","0","1","54","1","153"
"OTHER MEANS","123","42","3","0","0","43","2","213","3,982","VOTER REQUEST","10","2","0","0","0","2","0","14"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","29","29","0","0","1","16","2","77"
"SOCIAL SERVICES","53","7","0","0","0","26","0","86","54","","","","","","","","",""
"VOLUNTEER","54","24","0","0","1","22","0","101","1","","","","","","","","",""
"TOTAL","6,571","2,619","50","10","67","3,511","62","12,890","5,896","TOTAL","5,055","2,475","22","5","31","1,392","74","9,054"
