"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","6","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","76","43","0","0","1","44","0","164","20","COUNTY TRANSFER - OUT","95","64","1","0","0","40","1","201"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","2","CRIMINAL CONVICTION","6","0","0","0","0","0","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","2","0","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","1"
"IN PERSON","2","0","0","0","0","2","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","251","120","3","0","3","200","1","578","84","MOVED OUT OF STATE","20","18","0","0","1","16","0","55"
"NVRA BY MAIL","5","2","0","0","0","3","0","10","8","OTHER","2","0","0","0","1","1","0","4"
"OTHER MEANS","20","8","1","0","0","14","0","43","13","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","6","2","0","0","0","8","0","16","0","","","","","","","","",""
"TOTAL","362","175","4","0","4","273","1","819","134","TOTAL","125","84","1","0","2","58","1","271"
