"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","6","7","0","0","0","4","0","17","1","COUNTY TRANSFER - OUT","18","11","0","0","0","6","1","36"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","13","13","0","0","0","3","0","29"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","1"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","26","41","0","0","1","28","0","96","24","MOVED OUT OF STATE","6","3","0","0","0","1","0","10"
"NVRA BY MAIL","1","3","0","0","0","6","0","10","1","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","15","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","9","0","0","0","3","0","14"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","33","52","0","0","1","38","0","124","42","TOTAL","41","36","0","0","0","14","1","92"
