"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","8","0","0","1","0","10","0","30","0","COUNTY TRANSFER - OUT","9","5","0","0","0","0","8","0","22"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","2","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","14","11","0","0","0","0","3","1","29"
"FROM ANOTHER BOARD","12","9","0","0","0","0","2","3","26","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","26","21","0","0","0","0","15","0","62","1","MOVED OUT OF STATE","8","7","0","0","0","0","2","0","17"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","30","36","0","0","2","0","44","1","113"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","50","40","0","0","1","0","29","3","123","1","TOTAL","61","59","0","0","2","0","58","2","182"
