"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","8","7","0","0","0","0","3","2","20","11","COUNTY TRANSFER - OUT","20","22","0","0","0","0","4","2","48"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","2","0","0","0","0","2","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","15","0","0","0","0","3","0","40"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","1","DUPLICATE","1","2","0","0","0","0","1","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","46","43","1","0","1","0","32","0","123","43","MOVED OUT OF STATE","6","4","0","0","0","0","2","2","14"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","3","0","0","0","0","0","2","0","5"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","55","41","3","0","1","0","25","2","127"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","54","51","1","0","1","0","35","2","144","58","TOTAL","111","86","3","0","1","0","39","6","246"
