"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","1","1","0","0","0","0","2","0","4","0","COUNTY TRANSFER - OUT","14","6","0","0","0","0","4","0","24"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","42","15","0","0","0","0","1","0","58"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","1","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","12","9","0","0","0","0","11","0","32","5","MOVED OUT OF STATE","14","20","0","0","0","0","5","0","39"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","0","0","1","0","2","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","53","17","0","0","0","0","10","2","82"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","15","11","0","0","0","0","16","0","42","6","TOTAL","125","58","0","0","0","0","20","2","205"
