"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","243","111","1","0","2","1","85","4","447","139","COUNTY TRANSFER-OUT","734","261","8","0","3","0","198","15","1,219"
"DESIGNATED STATE AGENCIES","51","10","1","0","0","0","5","0","67","1","CRIMINAL CONVICTION","13","7","0","0","0","0","6","0","26"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","777","237","0","0","1","0","43","12","1,070"
"FROM ANOTHER BOARD","1","3","0","0","0","0","1","0","5","0","DUPLICATE","21","5","0","0","0","0","8","1","35"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","8","1","0","0","0","0","1","0","10","2","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","779","269","8","1","4","0","323","13","1,397","26","MOVED OUT OF STATE","153","116","5","0","2","0","53","5","334"
"NVRA BY MAIL","8","7","0","0","0","0","4","0","19","0","OTHER","26","10","0","0","0","1","13","0","50"
"OTHER MEANS","2","3","0","0","0","0","2","0","7","868","VOTER REQUEST","1","3","0","0","0","0","0","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","14","0","0","0","0","8","0","35"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,093","405","10","1","6","1","421","17","1,954","1,038","TOTAL","1,738","654","13","0","6","1","329","33","2,774"
