"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","18","12","1","0","0","0","5","2","38","1","COUNTY TRANSFER - OUT","18","20","1","0","0","0","8","0","47"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","55","26","0","0","0","0","10","1","92"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","99","81","1","0","1","0","57","2","241","40","MOVED OUT OF STATE","8","9","0","0","0","0","3","1","21"
"NVRA BY MAIL","3","0","0","0","0","0","0","0","3","0","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","3","0","1","0","0","0","0","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","807","966","14","0","4","0","488","27","2,306"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","2","0","3","0","","","","","","","","","",""
"TOTAL","125","96","3","0","1","0","64","4","293","41","TOTAL","890","1,021","15","0","4","0","511","29","2,470"
