"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","0","2","0","BOARD ACTION","20","0","0","0","0","0","0","0","20"
"BY MAIL","351","82","7","0","0","0","105","4","549","48","COUNTY TRANSFER - OUT","552","80","1","0","2","0","99","3","737"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","224","23","2","1","1","0","21","0","272"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","93","18","0","0","0","0","7","0","118"
"FROM ANOTHER BOARD","91","24","1","0","0","0","32","1","149","4","DUPLICATE","138","19","2","0","0","0","16","1","176"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","1","0","0","0","0","3","0","8","1","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","655","182","1","0","8","0","258","10","1,114","120","MOVED OUT OF STATE","163","37","3","0","2","0","56","0","261"
"NVRA BY MAIL","21","5","0","0","0","0","4","0","30","0","OTHER","9","1","0","0","0","0","1","0","11"
"OTHER MEANS","24","10","0","0","0","0","15","1","50","3","VOTER REQUEST","1","2","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","1","0","0","0","0","1","0","9"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,150","306","9","0","8","0","417","16","1,906","176","TOTAL","1,209","181","8","1","5","0","201","4","1,609"
