"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","0","0","3","0","8","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","365","62","2","0","2","0","114","2","547","0","COUNTY TRANSFER - OUT","774","253","1","0","2","0","142","109","1,281"
"DESIGNATED STATE AGENCIES","95","31","0","1","0","0","37","1","165","0","CRIMINAL CONVICTION","27","3","1","0","0","0","3","6","40"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","899","175","0","0","3","0","22","54","1,153"
"FROM ANOTHER BOARD","714","174","3","0","5","0","252","10","1,158","0","DUPLICATE","144","7","1","0","0","0","12","13","177"
"PROVISIONAL BALLOT","32","4","0","0","0","0","5","1","42","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","19","1","0","0","1","0","3","0","24","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","770","79","2","1","1","0","219","15","1,087","0","MOVED OUT OF STATE","1","1","0","0","0","0","0","0","2"
"NVRA BY MAIL","3","0","0","0","0","0","0","0","3","0","OTHER","30","5","0","0","0","0","5","1","41"
"OTHER MEANS","110","27","2","0","0","0","39","2","180","0","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","2,112","380","9","2","9","0","672","31","3,215","0","TOTAL","1,878","446","3","0","5","0","184","183","2,699"
