"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","65","51","1","0","2","0","46","4","169","2","COUNTY TRANSFER - OUT","56","81","1","0","0","0","28","0","166"
"DESIGNATED STATE AGENCIES","7","1","0","0","0","0","2","0","10","0","CRIMINAL CONVICTION","1","2","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","34","21","0","0","0","0","4","0","59"
"FROM ANOTHER BOARD","17","12","0","0","0","0","8","4","41","0","DUPLICATE","2","3","0","0","0","0","5","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","2","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","144","115","1","0","3","0","116","1","380","5","MOVED OUT OF STATE","96","171","2","0","0","0","61","0","330"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","3","0","0","0","0","1","0","6","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","236","183","2","0","5","0","175","9","610","7","TOTAL","189","278","3","0","0","0","99","0","569"
