"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","4","0","0","0","0","5","0","16","3","BOARD ACTION","24","0","0","0","0","0","1","0","25"
"BY MAIL","1,910","799","14","1","10","1","698","76","3,509","334","COUNTY TRANSFER - OUT","3,730","1,519","19","1","12","0","1,107","154","6,542"
"DESIGNATED STATE AGENCIES","232","77","1","1","2","0","75","1","389","8","CRIMINAL CONVICTION","320","76","3","2","1","0","67","6","475"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","1","DEATH NOTICE","2,698","956","0","0","5","0","174","79","3,912"
"FROM ANOTHER BOARD","969","289","4","0","6","0","334","39","1,641","9","DUPLICATE","431","93","4","0","1","0","83","16","628"
"PROVISIONAL BALLOT","37","10","0","0","0","0","7","1","55","35","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","48","17","0","0","1","0","24","0","90","30","MENTAL INCOMPETENCY","3","1","0","0","0","0","0","0","4"
"MOTOR VEHICLE ADMINISTRATION","4,667","2,061","32","4","45","2","2,507","79","9,397","865","MOVED OUT OF STATE","835","753","12","0","4","0","391","11","2,006"
"NVRA BY MAIL","90","42","0","0","0","0","43","2","177","7","OTHER","112","39","0","0","1","1","51","2","206"
"OTHER MEANS","160","56","3","0","0","0","66","3","288","926","VOTER REQUEST","26","27","0","0","1","0","14","0","68"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4,611","3,899","33","5","24","0","2,171","651","11,394"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","40","51","6","0","4","0","55","4","160","0","","","","","","","","","",""
"TOTAL","8,162","3,406","60","6","68","3","3,814","205","15,724","2,218","TOTAL","12,790","7,363","71","8","49","1","4,059","919","25,260"
