"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","56","35","0","0","0","0","15","8","114","5","COUNTY TRANSFER - OUT","84","59","0","0","1","0","34","3","181"
"DESIGNATED STATE AGENCIES","6","3","0","0","0","0","2","0","11","1","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","18","13","0","0","0","0","0","1","32"
"FROM ANOTHER BOARD","3","3","0","0","0","0","0","1","7","0","DUPLICATE","10","5","0","0","0","0","1","1","17"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","59","60","0","0","1","0","55","1","176","30","MOVED OUT OF STATE","26","53","0","0","0","0","28","0","107"
"NVRA BY MAIL","0","4","0","0","0","0","0","0","4","0","OTHER","2","0","0","0","0","0","0","0","2"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","5","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","118","190","1","1","4","0","99","7","420"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","125","106","0","0","1","0","73","10","315","42","TOTAL","258","321","1","1","5","0","162","12","760"
