"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","71","62","0","1","1","0","40","1","176","2","COUNTY TRANSFER - OUT","29","35","0","0","0","0","13","0","77"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","0","0","0","5","0","CRIMINAL CONVICTION","2","1","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","30","15","0","0","1","0","4","0","50"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","3","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","1","0","4","10","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","95","76","0","0","0","0","60","0","231","32","MOVED OUT OF STATE","5","6","0","0","0","0","0","0","11"
"NVRA BY MAIL","0","1","0","0","0","0","2","0","3","0","OTHER","1","2","0","0","0","0","1","0","4"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","2","0","0","0","0","5","0","11"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","171","145","0","1","1","0","103","1","422","44","TOTAL","72","64","0","0","1","0","24","0","161"
