"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","190","72","0","0","0","0","89","9","360","1","COUNTY TRANSFER - OUT","422","123","2","0","1","0","159","1","708"
"DESIGNATED STATE AGENCIES","26","6","0","0","1","0","7","0","40","0","CRIMINAL CONVICTION","2","1","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","3","0","0","0","0","1","0","13"
"FROM ANOTHER BOARD","3","0","0","0","0","0","0","0","3","0","DUPLICATE","70","25","1","0","0","0","25","0","121"
"PROVISIONAL BALLOT","2","2","0","0","0","0","1","0","5","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","676","231","3","0","6","0","499","12","1,427","40","MOVED OUT OF STATE","142","78","0","0","0","0","79","0","299"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","13","6","0","0","1","0","9","0","29"
"OTHER MEANS","4","5","0","0","0","0","3","0","12","26","VOTER REQUEST","0","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","223","75","3","0","0","0","84","3","388"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","1","1","0","","","","","","","","","",""
"TOTAL","903","317","3","0","7","0","601","22","1,853","69","TOTAL","881","313","6","0","2","0","358","4","1,564"
