"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","2","0","0","0","0","0","0","0","2"
"BY MAIL","262","95","1","0","1","0","83","31","473","57","COUNTY TRANSFER - OUT","283","119","0","0","1","0","104","6","513"
"DESIGNATED STATE AGENCIES","11","3","0","0","1","0","5","0","20","1","CRIMINAL CONVICTION","4","0","0","0","0","0","0","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","161","102","0","0","0","0","19","5","287"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","0","2","0","DUPLICATE","13","5","0","0","0","0","5","0","23"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","0","1","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","0","0","2","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","244","114","2","0","3","1","147","6","517","51","MOVED OUT OF STATE","42","62","0","0","0","0","25","0","129"
"NVRA BY MAIL","13","0","0","0","0","0","6","0","19","2","OTHER","2","0","0","0","0","0","2","0","4"
"OTHER MEANS","3","0","0","0","0","0","1","0","4","14","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","84","47","0","0","0","0","38","469","638"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","538","213","3","0","5","1","242","37","1,039","130","TOTAL","592","335","0","0","1","0","193","480","1,601"
