"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","15","0","0","0","0","7","0","39","1","COUNTY TRANSFER - OUT","15","13","0","0","0","0","5","0","33"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","39","17","0","0","0","0","3","0","59"
"FROM ANOTHER BOARD","3","0","0","0","0","0","1","0","4","0","DUPLICATE","0","1","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","122","94","1","0","3","0","71","3","294","38","MOVED OUT OF STATE","28","34","0","0","0","0","7","1","70"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","143","110","1","0","3","0","80","3","340","39","TOTAL","83","66","0","0","0","0","17","1","167"
