"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","37","21","0","0","5","0","63","45","BOARD ACTION","4","1","0","0","6","0","11"
"BY MAIL","1189","375","5","11","386","42","2,008","702","CONFIRMATION MAIL","83","8","0","0","8","1","100"
"DESIGNATED STATE AGENCIES","63","40","2","2","35","1","143","0","COUNTY TRANSFER - OUT","3,589","1,215","18","38","1,157","48","6,065"
"ELDERLY / DISABLED","113","26","2","3","50","1","195","4","CRIMINAL CONVICTION","81","17","2","0","29","0","129"
"FROM ANOTHER BOARD","61","22","0","0","9","4","96","33","DEATH NOTICE","2,816","1,143","4","8","418","43","4,432"
"PROVISIONAL BALLOT","2","0","0","0","0","0","2","1","DUPLICATE","397","89","2","1","86","17","592"
"IN PERSON","44","21","0","1","16","0","82","8","MAIL VERIFICATION (NVRA)","2","2","0","0","2","0","6"
"MOTOR VEHICLE ADMINISTRATION","6895","2724","55","145","3609","57","13,485","1,887","MOVED OUT OF STATE","703","438","6","11","324","21","1,503"
"NVRA BY MAIL","61","36","0","1","32","1","131","17","OTHER","92","28","1","0","64","2","187"
"ONLINE REGISTRATION","414","173","5","13","153","9","767","34","VOTER REQUEST","7","7","1","0","5","0","20"
"OTHER MEANS","283","166","4","5","164","2","624","397","","","","","","","",""
"RECRUITING","1","0","0","0","0","0","1","0","","","","","","","",""
"SOCIAL SERVICES","43","8","0","1","32","0","84","39","","","","","","","",""
"VOLUNTEER","64","18","0","3","24","0","109","0","","","","","","","",""
"TOTAL","9,270","3,630","73","185","4,515","117","17,790","3,167","TOTAL","7,774","2,948","34","58","2,099","132","13,045"
