"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","3","0","0","4","0","14","25","BOARD ACTION","1","2","0","0","0","0","3"
"BY MAIL","443","191","5","6","211","29","885","240","CONFIRMATION MAIL","5","3","0","0","3","0","11"
"DESIGNATED STATE AGENCIES","14","3","0","0","2","0","19","1","COUNTY TRANSFER - OUT","4,831","1,849","34","67","1,979","40","8,800"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","6","CRIMINAL CONVICTION","92","24","1","2","39","0","158"
"FROM ANOTHER BOARD","14","9","0","0","4","0","27","29","DEATH NOTICE","214","146","0","0","32","10","402"
"PROVISIONAL BALLOT","2","0","0","0","3","0","5","3","DUPLICATE","24","9","0","0","6","1","40"
"IN PERSON","52","27","0","1","21","1","102","29","MAIL VERIFICATION (NVRA)","709","360","5","11","309","13","1,407"
"MOTOR VEHICLE ADMINISTRATION","9574","4247","62","182","5454","127","19,646","1,990","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","96","41","0","3","47","3","190","32","MOVED OUT OF STATE","529","364","4","9","284","11","1,201"
"ONLINE REGISTRATION","1115","414","4","11","273","10","1,827","45","OTHER","45","16","2","0","22","5","90"
"OTHER MEANS","1211","298","7","13","444","13","1,986","236","VOTER REQUEST","15","2","0","0","3","0","20"
"RECRUITING","0","2","0","0","0","0","2","1","","","","","","","","0"
"SOCIAL SERVICES","26","8","0","0","23","0","57","29","","","","","","","",""
"VOLUNTEER","256","166","4","7","279","5","717","0","","","","","","","",""
"TOTAL","12,812","5,409","82","223","6,765","188","25,479","2,666","TOTAL","6,465","2,775","46","89","2,677","80","12,132"
