"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","27","8","3","0","15","2","55","23","BOARD ACTION","181","61","3","1","57","2","305"
"BY MAIL","2,663","869","17","30","1,056","56","4,691","350","COUNTY TRANSFER - OUT","2,758","1,198","30","16","855","94","4,951"
"DESIGNATED STATE AGENCIES","331","24","1","0","75","11","442","5","CRIMINAL CONVICTION","157","27","0","0","49","1","234"
"ELDERLY / DISABLED","3","1","0","0","1","0","5","2","DEATH NOTICE","1,634","700","3","1","169","24","2,531"
"FROM ANOTHER BOARD","779","125","6","2","189","15","1,116","79","DUPLICATE","55","26","1","1","19","0","102"
"PROVISIONAL BALLOT","4","3","0","0","0","0","7","81","MAIL VERIFICATION (NVRA)","73","63","1","1","44","1","183"
"IN PERSON","116","40","2","0","36","3","197","19","MENTAL INCOMPETENCY","5","1","0","0","0","0","6"
"MOTOR VEHICLE ADMINISTRATION","7,466","2,946","56","88","3,839","112","14,507","1,839","MOVED OUT OF STATE","955","551","20","5","347","16","1,894"
"NVRA BY MAIL","371","127","4","2","174","7","685","30","OTHER","125","47","2","0","85","0","259"
"OTHER MEANS","268","53","4","0","80","5","410","365","VOTER REQUEST","7","2","0","0","8","0","17"
"RECRUITING","0","2","0","0","1","0","3","0","CONFIRMATION MAIL","1,150","1,031","16","8","568","8","2,781"
"SOCIAL SERVICES","28","5","0","0","11","0","44","8","","","","","","","",""
"VOLUNTEER","282","57","1","3","67","6","416","0","","","","","","","",""
"TOTAL","12,338","4,260","94","125","5,544","217","22,578","2,801","TOTAL","7,100","3,707","76","33","2,201","146","13,263"
