"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","22","18","0","0","15","1","56","14","COUNTY TRANSFER - OUT","25","23","0","0","13","2","63"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","23","8","0","0","2","0","33"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","1","0","1"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","103","91","3","5","93","6","301","30","MOVED OUT OF STATE","1","4","0","0","1","0","6"
"NVRA BY MAIL","1","1","0","0","3","0","5","2","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","1","0","0","1","0","2","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","2","1","0","0","1","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","130","113","3","5","114","7","372","47","TOTAL","49","36","0","0","17","2","104"
