"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","1","0","0","3","0","10","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","434","108","5","4","147","19","717","20","COUNTY TRANSFER-OUT","504","229","8","3","135","13","892"
"DESIGNATED STATE AGENCIES","3","5","0","0","1","0","9","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","243","74","0","0","11","2","330"
"FROM ANOTHER BOARD","14","4","0","0","2","0","20","1","DUPLICATE","24","10","1","1","7","0","43"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","14","2","0","0","4","0","20"
"IN PERSON","13","2","0","0","1","2","18","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,099","391","16","12","480","15","2,013","29","MOVED OUT OF STATE","39","38","1","1","8","2","89"
"NVRA BY MAIL","145","35","1","1","61","2","245","7","OTHER","14","4","1","0","5","0","24"
"OTHER MEANS","48","15","1","0","12","1","77","167","VOTER REQUEST","3","0","0","0","2","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","2","0","4","0","","","","","","","",""
"TOTAL","1,764","562","23","17","709","39","3,114","229","TOTAL","841","359","11","5","172","17","1,405"
