"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","9","0","0","0","7","1","17","5","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","508","29","2","1","100","6","646","43","COUNTY TRANSFER - OUT","515","95","2","0","88","55","755"
"DESIGNATED STATE AGENCIES","305","13","0","0","57","11","386","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","2","DEATH NOTICE","213","26","1","0","5","12","257"
"FROM ANOTHER BOARD","663","76","6","2","141","5","893","59","DUPLICATE","12","2","0","0","0","0","14"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","78","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","16","0","0","0","4","0","20","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,060","54","2","2","224","10","1,352","73","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","2","0","0","0","1","0","3","0","OTHER","17","0","0","0","8","0","25"
"OTHER MEANS","102","8","1","0","17","0","128","30","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","153","22","0","0","3","2","180"
"SOCIAL SERVICES","5","0","0","0","0","0","5","0","","","","","","","",""
"VOLUNTEER","55","2","0","0","2","0","59","0","","","","","","","",""
"TOTAL","2,726","182","11","5","553","33","3,510","292","TOTAL","910","145","3","0","104","69","1,231"
