"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","10","4","0","0","6","1","21","0","COUNTY TRANSFER - OUT","19","11","0","0","4","0","34"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","56","51","0","0","7","2","116"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","8","14","1","0","13","1","37"
"IN PERSON","0","2","0","0","2","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","54","1","0","45","3","159","30","MOVED OUT OF STATE","4","10","0","0","3","1","18"
"NVRA BY MAIL","5","3","0","0","0","1","9","1","OTHER","1","4","0","0","3","0","8"
"OTHER MEANS","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","71","64","1","0","54","5","195","32","TOTAL","89","90","1","0","30","4","214"
