"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","52","50","0","3","20","0","125","10","COUNTY TRANSFER - OUT","93","84","1","1","39","0","218"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","2","0","0","3","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","58","32","0","0","4","0","94"
"FROM ANOTHER BOARD","1","3","0","0","1","0","5","0","DUPLICATE","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","23","36","0","1","16","0","76"
"IN PERSON","1","2","0","0","2","0","5","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","252","221","5","8","203","9","698","30","MOVED OUT OF STATE","36","36","1","1","12","1","87"
"NVRA BY MAIL","21","9","0","0","13","0","43","7","OTHER","5","3","0","0","2","0","10"
"OTHER MEANS","4","2","0","0","1","0","7","0","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","57","50","0","0","22","0","129"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","331","287","5","11","240","9","883","47","TOTAL","277","244","2","3","100","1","627"
