"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","2","0","0","1","5","5","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","391","101","2","5","190","8","697","56","COUNTY TRANSFER - OUT","322","125","3","3","112","2","567"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","140","66","1","0","25","2","234"
"FROM ANOTHER BOARD","6","3","0","0","1","2","12","4","DUPLICATE","5","5","0","0","5","0","15"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","20","5","0","0","4","1","30","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,365","379","5","13","790","24","2,576","534","MOVED OUT OF STATE","203","96","1","2","84","4","390"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","23","4","0","0","13","0","40"
"OTHER MEANS","40","3","2","0","19","2","66","54","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","260","95","1","1","127","3","487"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","81","8","0","2","36","4","131","0","","","","","","","",""
"TOTAL","1,907","499","11","20","1,040","42","3,519","654","TOTAL","956","391","6","6","366","11","1,736"
