"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","2","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","7","6","0","0","7","0","20","0","COUNTY TRANSFER - OUT","24","25","0","1","9","1","60"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","2","0","0","0","1","6"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","14","6","0","0","4","0","24"
"FROM ANOTHER BOARD","1","4","0","0","2","0","7","0","DUPLICATE","3","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","0","2"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","90","74","0","5","67","4","240","0","MOVED OUT OF STATE","6","14","1","0","4","0","25"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","2","0","2"
"OTHER MEANS","2","1","0","0","2","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","14","1","0","4","0","31"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","101","85","0","5","80","4","275","0","TOTAL","63","62","2","1","23","2","153"
