"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","0","1","0","0","0","5","1","BOARD ACTION","103","57","3","1","50","2","216"
"BY MAIL","257","93","1","4","141","7","503","13","COUNTY TRANSFER - OUT","143","67","0","0","66","5","281"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","3","CRIMINAL CONVICTION","8","0","0","0","2","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","3","0","0","0","0","4"
"FROM ANOTHER BOARD","8","2","0","0","1","1","12","0","DUPLICATE","2","1","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","6","1","0","0","1","0","8"
"IN PERSON","12","5","1","0","2","0","20","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","343","153","3","1","218","6","724","29","MOVED OUT OF STATE","27","26","0","0","12","0","65"
"NVRA BY MAIL","28","8","1","0","12","3","52","1","OTHER","9","2","0","0","3","0","14"
"OTHER MEANS","7","2","0","0","3","0","12","69","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","2","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","659","263","7","5","378","17","1,329","119","TOTAL","299","157","3","1","134","7","601"
