"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","2","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","21","16","0","1","17","2","57","7","COUNTY TRANSFER - OUT","17","22","1","0","13","0","53"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","4","0","0","3","0","11"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","33","30","0","0","2","3","68"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","1","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","155","130","1","2","107","0","395","79","MOVED OUT OF STATE","4","10","0","1","2","1","18"
"NVRA BY MAIL","10","3","0","0","10","0","23","0","OTHER","3","1","1","0","1","0","6"
"OTHER MEANS","0","1","0","0","0","0","1","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","2","0","0","2","0","7"
"SOCIAL SERVICES","4","2","0","0","5","0","11","1","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","2","0","","","","","","","",""
"TOTAL","195","155","1","3","140","2","496","89","TOTAL","64","69","2","1","23","4","163"
