"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","3","0","0","0","0","0","3"
"BY MAIL","29","21","0","2","9","0","61","10","COUNTY TRANSFER - OUT","24","25","1","0","22","1","73"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","1","0","0","2","0","7"
"ELDERLY / DISABLED","0","0","0","0","1","0","1","0","DEATH NOTICE","24","12","0","0","3","0","39"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","1","DUPLICATE","1","3","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","3","0","0","2","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","139","72","1","3","76","2","293","78","MOVED OUT OF STATE","6","8","0","0","3","0","17"
"NVRA BY MAIL","9","5","0","0","3","0","17","1","OTHER","1","3","0","0","0","0","4"
"OTHER MEANS","3","0","0","0","2","0","5","4","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","5","0","0","1","0","10"
"SOCIAL SERVICES","3","0","0","0","0","0","3","1","","","","","","","",""
"VOLUNTEER","13","8","0","0","2","0","23","0","","","","","","","",""
"TOTAL","200","110","1","5","95","2","413","95","TOTAL","67","57","1","0","32","1","158"
