"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","1","0","6","7","BOARD ACTION","2","0","0","0","0","0","2"
"BY MAIL","115","39","0","0","30","4","188","22","COUNTY TRANSFER - OUT","63","41","1","0","22","3","130"
"DESIGNATED STATE AGENCIES","4","1","0","0","0","0","5","2","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","15","8","0","0","2","1","26"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","7","1","0","0","0","0","8","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","341","90","2","2","108","6","549","64","MOVED OUT OF STATE","20","27","0","0","9","0","56"
"NVRA BY MAIL","47","6","0","1","8","0","62","4","OTHER","4","3","0","0","3","0","10"
"OTHER MEANS","2","4","0","0","1","0","7","2","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","2","0","0","1","0","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","521","142","2","3","148","10","826","106","TOTAL","116","81","1","0","38","4","240"
