"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","186","96","1","2","50","7","342","433","BOARD ACTION","1","0","0","0","1","0","2"
"BY MAIL","922","370","8","17","467","43","1,827","256","CONFIRMATION MAIL","7","2","0","0","2","0","11"
"DESIGNATED STATE AGENCIES","24","16","0","0","21","1","62","10","COUNTY TRANSFER - OUT","3,351","1,544","18","42","1,404","51","6,410"
"ELDERLY / DISABLED","6","0","0","0","0","0","6","18","CRIMINAL CONVICTION","69","8","0","0","11","1","89"
"FROM ANOTHER BOARD","18","13","0","1","8","2","42","23","DEATH NOTICE","1,236","593","1","1","231","9","2,071"
"PROVISIONAL BALLOT","357","153","0","2","90","2","604","144","DUPLICATE","111","42","0","2","41","3","199"
"IN PERSON","150","95","0","2","67","1","315","14","MAIL VERIFICATION (NVRA)","1","0","0","0","1","0","2"
"MOTOR VEHICLE ADMINISTRATION","3710","1755","23","76","2323","24","7,911","1,193","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"NVRA BY MAIL","124","76","1","2","86","1","290","39","MOVED OUT OF STATE","983","668","4","19","551","21","2,246"
"ONLINE REGISTRATION","1898","1160","18","69","950","44","4,139","188","OTHER","54","12","0","5","31","1","103"
"OTHER MEANS","193","47","2","3","89","7","341","495","VOTER REQUEST","11","3","0","0","6","0","20"
"RECRUITING","2","1","0","0","2","0","5","0","","","","","","","","0"
"SOCIAL SERVICES","36","6","0","0","22","0","64","23","","","","","","","",""
"VOLUNTEER","367","96","3","8","271","14","759","0","","","","","","","",""
"TOTAL","7,993","3,884","56","182","4,446","146","16,707","2,836","TOTAL","5,825","2,872","23","69","2,279","86","11,154"
