"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AmE","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AmE","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1122","352","0","1","10","362","50","1,897","1,379","BOARD ACTION","10","2","0","0","0","8","0","20"
"BY MAIL","10717","2314","4","37","76","3833","344","17,325","3,396","CONFIRMATION MAIL","19","14","0","0","0","3","2","38"
"DESIGNATED STATE AGENCIES","106","28","0","0","0","29","3","166","8","COUNTY TRANSFER - OUT","11,369","3,401","0","68","92","3,691","157","18,778"
"ELDERLY / DISABLED","50","10","0","0","0","6","1","67","238","CRIMINAL CONVICTION","372","42","0","6","2","95","6","523"
"FROM ANOTHER BOARD","104","31","0","0","2","36","5","178","59","DEATH NOTICE","3,356","900","0","2","3","253","50","4,564"
"PROVISIONAL BALLOT","88","17","0","0","0","20","2","127","27","DUPLICATE","266","68","0","0","1","60","9","404"
"IN PERSON","1325","507","0","7","6","463","16","2,324","157","MAIL VERIFICATION (NVRA)","5","1","0","0","0","0","0","6"
"MOTOR VEHICLE ADMINISTRATION","9749","2757","19","18","37","4140","77","16,797","10,416","MENTAL INCOMPETENCY","1","2","0","0","0","3","0","6"
"NVRA BY MAIL","1628","539","1","6","7","651","16","2,848","121","MOVED OUT OF STATE","1,204","729","0","13","15","560","23","2,544"
"ONLINE REGISTRATION","19082","8127","19","123","418","11910","350","40,029","1,696","OTHER","229","44","0","1","2","121","11","408"
"OTHER MEANS","1340","203","2","8","7","381","19","1,960","4,088","VOTER REQUEST","19","8","0","0","0","7","0","34"
"RECRUITING","29","18","0","0","0","16","0","63","9","","","","","","","","",""
"SOCIAL SERVICES","410","32","1","0","0","124","4","571","269","","","","","","","","",""
"VOLUNTEER","3561","299","1","4","14","863","17","4,759","0","","","","","","","","",""
"TOTAL","49,311","15,234","47","204","577","22,834","904","89,111","21,863","TOTAL","16,850","5,211","0","90","115","4,801","258","27,325"
