"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","2","0","0","0","0","3","1","11","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","2","0","0","0","0","5","1","13","0","COUNTY TRANSFER - OUT","86","71","1","0","0","0","24","0","182"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","1","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","4","2","0","0","0","0","0","0","6"
"PROVISIONAL BALLOT","188","176","2","0","2","0","64","4","436","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","11","0","0","0","0","7","0","35","0","MOVED OUT OF STATE","22","18","1","0","0","0","6","1","48"
"NVRA BY MAIL","0","1","0","0","0","0","3","0","4","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","1","0","0","0","0","1","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","1","0","0","0","0","2","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","219","194","2","0","2","0","83","6","506","0","TOTAL","118","93","2","0","0","0","32","1","246"
