"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","8","0","0","0","0","2","0","25","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","13","0","0","0","0","12","0","36","0","COUNTY TRANSFER - OUT","292","210","6","0","0","0","117","0","625"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","3","2","0","0","0","0","1","0","6"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","380","276","3","3","2","0","144","6","814","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","48","48","1","0","2","0","50","0","149","0","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","2","0","0","0","0","0","1","0","3","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","2","2","0","0","0","0","0","0","4","0","VOTER REQUEST","3","0","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","459","350","4","3","4","0","209","6","1,035","0","TOTAL","299","212","6","0","0","0","118","0","635"
