"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","4","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","6","8","0","0","2","0","3","0","19","3","COUNTY TRANSFER - OUT","38","24","0","0","0","0","16","0","78"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","15","4","0","0","0","0","0","0","19"
"FROM ANOTHER BOARD","0","4","0","0","0","0","1","0","5","0","DUPLICATE","1","0","0","0","1","0","0","0","2"
"PROVISIONAL BALLOT","45","52","0","0","0","0","8","0","105","7","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","0","0","2","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","36","43","0","0","2","1","47","0","129","13","MOVED OUT OF STATE","8","12","0","0","1","0","6","0","27"
"NVRA BY MAIL","2","3","0","0","0","0","1","0","6","0","OTHER","2","2","0","0","0","0","7","0","11"
"OTHER MEANS","5","6","0","0","0","0","7","0","18","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","98","116","0","0","4","1","67","0","286","30","TOTAL","64","42","0","0","2","0","29","0","137"
