"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","1","BOARD ACTION","0","3","0","0","0","0","0","0","3"
"BY MAIL","17","18","0","0","0","0","11","0","46","2","COUNTY TRANSFER - OUT","37","14","1","0","0","0","13","0","65"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","17","0","0","0","0","2","0","47"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","3","1","0","0","0","0","0","0","4"
"PROVISIONAL BALLOT","31","31","0","0","0","0","21","3","86","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","3","0","0","0","0","0","0","4","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","60","60","2","0","3","1","45","5","176","17","MOVED OUT OF STATE","9","9","2","0","0","0","5","2","27"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","15","4","0","0","0","0","6","0","25","7","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","23","6","0","0","0","0","8","1","38"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","4","2","0","0","0","0","2","0","8","0","","","","","","","","","",""
"TOTAL","129","118","2","0","3","1","86","8","347","29","TOTAL","100","52","3","0","0","0","28","3","186"
