"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","68","27","1","0","0","0","11","0","107","0","BOARD ACTION","0","1","0","0","0","0","0","0","1"
"BY MAIL","13","6","0","0","1","0","4","0","24","0","COUNTY TRANSFER-OUT","643","285","4","1","1","0","162","15","1,111"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","6","0","0","0","0","0","0","17"
"FROM ANOTHER BOARD","4","3","0","0","0","0","1","1","9","0","DUPLICATE","218","99","4","0","4","0","52","1","378"
"PROVISIONAL BALLOT","837","346","7","0","5","0","194","19","1,408","4","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","105","47","2","0","3","0","53","1","211","0","MOVED OUT OF STATE","83","44","0","0","1","0","25","0","153"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","6","1","0","0","0","0","3","0","10"
"OTHER MEANS","14","1","0","0","0","0","1","2","18","29","VOTER REQUEST","0","1","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","7","0","0","0","0","3","0","17"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","1,044","432","10","0","9","0","265","23","1,783","33","TOTAL","968","444","8","1","6","0","246","16","1,689"
