"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","196","95","3","0","0","0","33","6","333","26","BOARD ACTION","16","12","0","0","0","0","6","1","35"
"BY MAIL","394","259","3","0","9","0","219","12","896","60","COUNTY TRANSFER - OUT","3,515","1,735","31","3","6","0","1,018","104","6,412"
"DESIGNATED STATE AGENCIES","17","3","0","0","0","0","7","0","27","1","CRIMINAL CONVICTION","2","2","0","0","0","0","2","0","6"
"ELDERLY / DISABLED","3","1","0","0","0","0","1","0","5","3","DEATH NOTICE","210","130","0","0","0","0","25","1","366"
"FROM ANOTHER BOARD","131","45","0","1","0","0","34","2","213","6","DUPLICATE","290","123","4","0","5","0","65","2","489"
"PROVISIONAL BALLOT","4,776","2,041","43","8","24","1","1,282","101","8,276","674","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","89","51","1","0","0","0","27","1","169","66","MENTAL INCOMPETENCY","0","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,318","776","14","1","23","2","815","31","2,980","232","MOVED OUT OF STATE","327","266","7","0","2","0","119","6","727"
"NVRA BY MAIL","75","28","0","0","1","0","25","6","135","1","OTHER","56","25","0","0","0","0","36","2","119"
"OTHER MEANS","127","40","2","0","1","0","37","5","212","116","VOTER REQUEST","7","6","0","0","0","0","4","0","17"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","132","63","1","0","0","0","47","5","248"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","14","3","0","0","0","0","2","0","19","0","","","","","","","","","",""
"TOTAL","7,141","3,342","66","10","58","3","2,482","164","13,266","1,185","TOTAL","4,555","2,362","43","3","13","0","1,323","121","8,420"
