"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","4","0","0","0","0","0","0","11","6","BOARD ACTION","2","0","0","0","0","0","0","0","2"
"BY MAIL","12","15","0","0","0","0","7","0","34","1","COUNTY TRANSFER - OUT","87","50","0","0","0","0","25","0","162"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","1","2","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","9","6","0","0","0","0","2","0","17"
"FROM ANOTHER BOARD","6","0","0","0","0","0","1","0","7","1","DUPLICATE","8","3","0","0","0","0","0","0","11"
"PROVISIONAL BALLOT","269","56","1","0","1","0","24","10","361","189","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","8","4","0","0","0","0","0","0","12","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","171","43","0","0","1","0","77","7","299","92","MOVED OUT OF STATE","26","26","0","0","0","0","7","0","59"
"NVRA BY MAIL","11","6","0","0","1","0","1","1","20","0","OTHER","2","2","0","0","0","0","0","0","4"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","3","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","0","1","0","0","0","0","1","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","488","128","1","0","3","0","110","18","748","299","TOTAL","135","90","0","0","0","0","36","0","261"
