"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","13","9","0","0","0","0","13","0","35","1","COUNTY TRANSFER - OUT","13","15","0","2","0","0","4","1","35"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","1","0","0","0","0","2","0","5"
"FROM ANOTHER BOARD","3","2","0","1","0","0","0","0","6","0","DUPLICATE","2","4","0","0","0","0","0","0","6"
"PROVISIONAL BALLOT","38","55","1","0","1","0","17","0","112","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","7","3","0","0","0","0","2","1","13","2","MOVED OUT OF STATE","1","0","0","0","0","0","2","0","3"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","3","1","0","0","0","0","0","0","4","0","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","2","0","0","0","0","0","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","64","71","1","1","1","0","32","1","171","3","TOTAL","20","22","0","2","0","0","9","1","54"
