"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","23","8","1","0","0","0","6","1","39","0","BOARD ACTION","12","7","0","0","0","0","5","1","25"
"BY MAIL","42","9","0","0","3","0","17","1","72","23","COUNTY TRANSFER - OUT","518","118","4","0","1","0","105","1","747"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","1","0","0","0","0","1","0","4","1","DEATH NOTICE","1","0","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","18","5","0","0","0","0","5","0","28","3","DUPLICATE","3","1","0","0","0","0","1","0","5"
"PROVISIONAL BALLOT","854","169","11","0","3","0","159","16","1,212","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","15","1","0","0","0","0","3","0","19","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","122","21","0","0","0","0","43","0","186","22","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","50","10","0","0","0","0","13","2","75","0","OTHER","6","2","0","0","0","0","1","0","9"
"OTHER MEANS","14","1","0","0","1","0","1","0","17","2","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","39","2","0","0","0","0","8","1","50"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","5","0","0","0","0","0","0","0","5","0","","","","","","","","","",""
"TOTAL","1,145","225","12","0","7","0","248","20","1,657","59","TOTAL","579","130","4","0","1","0","121","3","838"
