"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","4","5","0","1","0","0","2","0","12","2","COUNTY TRANSFER - OUT","8","6","0","0","0","1","7","0","22"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","8","4","0","0","0","0","0","0","12"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","3","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","19","20","0","0","0","0","14","0","53","5","MOVED OUT OF STATE","3","0","0","0","0","0","1","0","4"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","1","0","0","0","0","0","2","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","0","1","0","3","0","","","","","","","","","",""
"TOTAL","25","32","1","1","0","0","17","0","76","7","TOTAL","22","10","0","0","0","1","8","0","41"
