"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","0","2","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","1","9","0","0","0","0","0","0","10","1","COUNTY TRANSFER - OUT","18","10","1","0","0","0","4","0","33"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","14","11","0","0","0","0","1","0","26"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","5","0","0","0","0","0","0","5","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","14","0","0","0","1","11","0","40","10","MOVED OUT OF STATE","1","1","0","0","0","0","0","0","2"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","2","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","0","0","0","0","0","2","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","13","0","0","0","0","0","0","0","13","0","","","","","","","","","",""
"TOTAL","32","29","0","0","0","1","14","0","76","15","TOTAL","33","22","1","0","0","0","5","0","61"
