"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","2","0","0","0","0","3","0","11","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","221","33","2","0","0","1","75","1","333","61","COUNTY TRANSFER - OUT","479","67","2","0","12","1","65","22","648"
"DESIGNATED STATE AGENCIES","7","1","0","0","0","0","0","0","8","3","CRIMINAL CONVICTION","8","1","0","0","0","0","1","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","2","0","0","1","0","0","2","12"
"FROM ANOTHER BOARD","1","0","1","0","0","0","0","1","3","15","DUPLICATE","58","5","0","0","1","0","9","1","74"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","11","4","0","0","0","0","4","0","19","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","777","70","1","0","1","4","250","6","1,109","108","MOVED OUT OF STATE","99","22","0","0","4","0","23","6","154"
"NVRA BY MAIL","2","0","0","0","0","0","1","0","3","0","OTHER","14","1","0","0","0","0","6","0","21"
"OTHER MEANS","27","2","0","0","0","0","6","0","35","266","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","9","0","0","0","0","0","0","0","9","0","","","","","","","","","",""
"TOTAL","1,062","112","4","0","1","5","339","8","1,531","455","TOTAL","668","98","2","0","18","1","104","31","922"
