"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","43","14","0","0","0","0","7","0","64","18","BOARD ACTION","4","0","0","0","0","0","2","0","6"
"BY MAIL","1,505","898","18","7","7","24","742","35","3,236","512","COUNTY TRANSFER - OUT","2,892","1,220","32","2","67","18","875","69","5,175"
"DESIGNATED STATE AGENCIES","112","24","0","0","0","0","27","2","165","9","CRIMINAL CONVICTION","65","17","1","0","1","2","13","0","99"
"ELDERLY / DISABLED","14","2","0","0","0","0","0","0","16","2","DEATH NOTICE","778","320","0","0","7","1","65","11","1,182"
"FROM ANOTHER BOARD","17","17","1","0","0","0","11","2","48","29","DUPLICATE","85","16","0","0","1","0","12","1","115"
"PROVISIONAL BALLOT","3","0","0","0","0","0","3","0","6","3","MAIL VERIFICATION (NVRA)","2","1","0","0","2","0","1","1","7"
"IN PERSON","99","75","1","1","0","0","34","0","210","19","MENTAL INCOMPETENCY","2","0","0","0","0","0","2","0","4"
"MOTOR VEHICLE ADMINISTRATION","4,560","2,217","29","7","23","71","2,937","59","9,903","1,240","MOVED OUT OF STATE","605","342","1","0","33","5","291","13","1,290"
"NVRA BY MAIL","121","143","4","1","2","0","106","1","378","22","OTHER","52","16","0","0","2","1","24","0","95"
"OTHER MEANS","598","280","9","0","7","4","292","5","1,195","913","VOTER REQUEST","5","5","0","0","1","0","4","1","16"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","388","181","2","0","18","3","199","3","794"
"SOCIAL SERVICES","18","8","0","0","0","1","17","0","44","7","","","","","","","","","",""
"VOLUNTEER","156","63","0","1","0","0","12","2","234","0","","","","","","","","","",""
"TOTAL","7,246","3,741","62","17","39","100","4,188","106","15,499","2,774","TOTAL","4,878","2,118","36","2","132","30","1,488","99","8,783"
