"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","112","80","1","0","0","2","51","1","247","4","COUNTY TRANSFER - OUT","199","117","6","0","8","1","77","1","409"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","1","DEATH NOTICE","1","0","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","2","1","0","0","0","0","1","1","5","2","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","7","0","0","0","0","1","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","248","128","0","1","0","3","183","1","564","6","MOVED OUT OF STATE","36","31","0","0","1","0","19","1","88"
"NVRA BY MAIL","10","5","0","0","0","0","8","0","23","3","OTHER","7","6","0","0","2","0","2","0","17"
"OTHER MEANS","5","4","0","0","1","0","8","0","18","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","1","0","0","0","0","0","0","4","0","","","","","","","","","",""
"TOTAL","386","228","1","1","1","5","252","3","877","16","TOTAL","243","154","6","0","11","1","98","2","515"
