"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","21","28","1","0","1","0","17","2","70","3","COUNTY TRANSFER - OUT","18","25","1","0","3","0","9","0","56"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","1","0","0","0","0","4","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","30","19","0","0","1","0","3","0","53"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","2","0","5","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","59","68","3","1","0","0","76","0","207","41","MOVED OUT OF STATE","5","11","0","0","3","0","9","0","28"
"NVRA BY MAIL","2","5","0","0","0","0","3","0","10","0","OTHER","2","3","0","0","0","0","2","0","7"
"OTHER MEANS","89","163","2","0","0","0","139","0","393","9","VOTER REQUEST","0","0","0","0","1","0","0","1","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","6","1","0","0","0","0","3","0","10","0","","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"TOTAL","179","268","6","1","1","0","240","2","697","54","TOTAL","61","59","1","0","8","0","27","1","157"
