"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","57","3","0","0","0","0","17","1","78","0","BOARD ACTION","12","0","0","0","1","0","3","0","16"
"BY MAIL","220","20","2","0","7","0","36","0","285","16","COUNTY TRANSFER - OUT","669","172","6","0","0","4","164","2","1,017"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","3","1","0","0","0","0","0","0","4","0","DEATH NOTICE","2","0","0","0","0","0","0","0","2"
"FROM ANOTHER BOARD","7","0","0","0","0","0","2","0","9","0","DUPLICATE","1","1","0","0","0","0","1","0","3"
"PROVISIONAL BALLOT","1,707","168","7","0","8","3","224","5","2,122","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","10","1","0","0","0","0","1","0","12","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","351","36","1","0","3","2","85","3","481","11","MOVED OUT OF STATE","1","0","0","0","0","0","3","0","4"
"NVRA BY MAIL","2","0","0","0","0","0","0","0","2","0","OTHER","12","2","0","0","0","0","2","1","17"
"OTHER MEANS","132","8","0","0","2","2","20","0","164","2","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"TOTAL","2,489","237","10","0","20","7","386","9","3,158","32","TOTAL","701","175","6","0","1","4","173","3","1,063"
