"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","1","0","4","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","4","3","0","0","0","0","1","0","8","0","COUNTY TRANSFER - OUT","42","44","0","0","1","1","21","1","110"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","13","0","0","0","0","4","0","38"
"FROM ANOTHER BOARD","4","4","0","0","0","0","0","0","8","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","95","94","2","0","1","2","57","5","256","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","1","0","0","0","0","3","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","9","12","0","0","0","1","8","0","30","0","MOVED OUT OF STATE","3","5","0","0","0","0","2","0","10"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","2","0","OTHER","2","0","0","0","0","0","1","0","3"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","122","115","2","0","1","3","71","5","319","0","TOTAL","69","63","0","0","1","1","28","1","163"
