"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","0","0","1","0","6","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","10","10","0","0","2","0","10","0","32","0","COUNTY TRANSFER - OUT","75","69","1","0","1","1","54","1","202"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","2","0","DUPLICATE","2","0","0","0","0","0","2","0","4"
"PROVISIONAL BALLOT","264","188","0","0","7","2","150","2","613","4","MAIL VERIFICATION (NVRA)","1","3","0","0","0","0","0","0","4"
"IN PERSON","1","1","0","0","0","0","2","0","4","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","12","0","0","1","0","13","0","55","0","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","9","3","0","0","0","0","1","0","13"
"OTHER MEANS","5","9","0","0","0","0","5","0","19","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","314","222","0","0","10","2","183","2","733","5","TOTAL","89","77","1","0","1","1","57","1","227"
