"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","53","5","0","0","4","0","10","0","72","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","40","4","0","0","0","0","8","1","53","0","COUNTY TRANSFER - OUT","550","160","3","0","1","1","133","61","909"
"DESIGNATED STATE AGENCIES","4","0","0","0","0","1","0","0","5","0","CRIMINAL CONVICTION","2","0","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","17","1","0","0","0","0","1","0","19","0","DEATH NOTICE","1","0","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","5","3","0","0","0","0","1","0","9","0","DUPLICATE","13","0","0","0","0","0","2","0","15"
"PROVISIONAL BALLOT","2,889","212","2","2","23","5","384","18","3,535","65","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","11","0","0","0","0","0","3","0","14","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","693","36","2","0","5","1","91","5","833","0","MOVED OUT OF STATE","1","0","0","0","0","0","0","0","1"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","121","8","0","0","4","0","26","2","161"
"OTHER MEANS","208","16","0","0","4","0","50","1","279","3","VOTER REQUEST","3","0","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","1","0","4","0","","","","","","","","","",""
"TOTAL","3,923","277","4","2","36","7","549","25","4,823","68","TOTAL","692","168","3","0","5","1","162","63","1,094"
